_id,description
"60b4832d9d98f154ec217e99","India Business Journal (IBJ), one of the prominent business magazines in India, has made inroads into those segments of industry and economy that are integral, but often underplayed. IBJ moves away from the beaten track of unloading high volumes of cumbersome information onto weary readers. Instead it endeavours to be concise yet complete in its contents. The magazine attempts to unearth the ‘ratnas’ of Indian economy, brings to its readers important events and happenings both locally and globally and keeps them abreast with the ever-changing business world. 

India Business Journal was launched in 2005 and today it has positioned itself as a platform for the growth-oriented thinking among the dynamic players of corporate India. It has redefined editorial competence in India with a strong readership base comprising businessmen, entrepreneurs, top executives, various investment and trade promotion bodies, policy-makers, bureaucrats and a wide cross section of society across the country who subscribe to the ideology.... “The only constant is change”. 

India Business Journal covers a wide array of business information on the corporate sector both national and international, the public sector, the semi-organised sector, State reports, country reports, industry analysis, events and happenings, etc. The magazine provides invaluable information in order to broaden the readers’ perspective and also to aid them in their decision-making process. 

India Business Journal, the business publication from Mumbai, goes off the oft-beaten track to deliver a comprehensive business magazine, which is innovative, informative and refreshing. 

In this issue
Cover Story: Deadly Surge - Amid a scramble for beds, oxygen, medicines and vaccines, the second wave of COVID-19 clobbers India and leaves its economy in ICU. Focus: Unkind & Unfair - The current policies governing small savings rates are rather unfair to middle- and lower-income groups. Tourism Interview with Melanie DeSouza, Executive Director (Destination Marketing), Royal Commission for AlUla Ecology: The Net-Zero Row: - India is not opposing the net-zero emission target per se, even as it does not want to commit on the goal well in advance. Management Mantra: Varun Malhotra, Founder & Director, Edge Institute For Financial Studies And other regular columns..."
"60b4836a9d98f154ec217e9a","Stories That Count

PREPARING FOR THE WORST Even as courts are pulling up governments for dereliction of duty during these tumultuous times, they are laying the groundwork for future course of action and a potential Covid-19 third wave which will affect children."
"60b483b99d98f154ec217e9b","Before it's in fashion, it's in Vogue. Everything you need to know about fashion, trends, beauty, people and lifestyle, VOGUE India is your ultimate style guide. In these pages you’ll find the hottest, newest and latest from the world of fashion and beyond, both in India and from across the world, making it the must-have accessory for the modern, fashionable Indian woman.

Taapsee Pannu espouses balmy weather and longer days as Vogue India's May/June Issue's cover star. Summertime is in full swing; if you're intending to escape, this edition comprises classics that will never fail. Take your pick: a sunshiny beach or an invigorating mountain—our curated jewellery and shops pages will allow you to seamlessly switch between the two moods. Engineering a staycation at home? No worries there—our three mini trends will keep you looking crisp and vivacious as you remain up-to-date on the season's most exclusive brands. Wearable wellness is one of the most significant fitness trends of 2021 and we turn our focus on alternative healing—tech and tradition come together as one. A guide to biohacking will leave you beautiful, inside and out. Take on the journey of a survivor as Shormishta Mukherjee tells all about her battle with cancer. Enter the world of Farah Fadd while the age of the illustrator dawns upon us. South Asians rewriting Hollywood find their spot in the sun as do clean foods from around the world."
"60b483e79d98f154ec217e9c","The world's largest selling fashion magazine.

Get your digital subscription/issue of ELLE India Magazine on Magzter and enjoy reading the Magazine on iPad, iPhone, Android devices and the web."
"60b484df9d98f154ec217e9e","Take home one of the best Spanish magazines for moviegoers! You will become passionate about modern and classic cinema and you will be up to date with all the news and curiosities of the seventh art!

CINEMANIA JUNE 309"
"60b4866b9d98f154ec217e9f","MW (Mans World) is India's first men's luxury lifestyle magazine. It has been the lively, vibrant and authoritative voice of the  globalised urban Indian male for more than a decade. Its coverage reflects the energy and verve of the  new and successful India. MW stands out for  quality  writing, depth of content and  sumptuous photography, backed by elegant  design & production. Whatever men are looking for these days -- clothes, cars, gizmos, electronics, books, movies, wines, music, fitness, relationship, adventure, travel-- MW provides them with much needed information and advice to help lead life to the fullest.

One of the most standout success stories in Indian cricket is Rishabh Pant. The cricketer has been a newsmaker for quite some time now, and after dizzying highs and some unfortunate lows, he is back in the conversation these days - for all the right reasons. Also, let's not forget everything he has achieved by 23. Definitely cover star material. In this issue we also bring you some of the coolest electric cars in the country right now, that are droolworthy and worth your time and money. Read all about the rise of cool dude rapper, KR $ NA, what's next for millennial-favorite Mithila Palkar, Shonali Bose's process as a film-maker, and the hottest trends in fashion and pop culture."
"60b486f69d98f154ec217ea0","MW (Mans World) is India's first men's luxury lifestyle magazine. It has been the lively, vibrant and authoritative voice of the globalized urban Indian male for more than a decade. Its coverage reflects the energy and verve of the new and successful India. MW stands out for quality writing, depth of content and sumptuous photography, backed by elegant design & production. Whatever men are looking for these days - clothes, cars, gizmos, electronics, books, movies, wines, music, fitness, relationship, adventure, travel-- MW provides them with much needed information and advice to help lead life to the fullest

We kick off the new year with fresh ideas and new energy. And nobody embodies innovation, new ideas, and creativity, in today's world, more than our first cover star of the year, Elon Musk. The disruptor and creative powerhouse that he is, Musk's story is awe-inspiring and is an example of true grit, passion, and perseverance. With Tesla coming to India this year, Musk is slowly becoming even more relevant as a global entrepreneur - and, of course, being the world's richest man who is still under 50, is also a jaw-dropping achievement. Also read about the cars to look forward to in 2021, wildlife resorts that should be on your radar this year, the hottest menswear trends that you need to take note of, and everything that's hot in pop culture."
"60b4873a9d98f154ec217ea1"," Entrepreneur is India Edition of America leading monthly business magazine for Entrepreneurs & professionals with big dreams and large appetite for growth. The magazine is packed with business information; insight and knowledge that will enable entrepreneurs to conquer the daily challenges of building a business while simultaneously preparing for the next stage of enterprise. Entrepreneur is a print platform where entrepreneurs network, learn and build a community of peers. 'Entrepreneur' has been in print for close to 40 years in the US. Published in more than 6 countries, the magazine has reached over a million in terms of circulation. Entrepreneur is published in India by Franchise India Holdings Limited.

Our cover story this month takes a deep dive into the world of consumer brands. So far, India didn't see many consumer brands with deep market share but soon the trend seems to be changing. In the current issue, we look at various consumer brands redefining the market. Last year, some interesting businesses got ready to transform traditional form of industries. With this being looked at as the larger trend of this year, we take a look at various leaders and what they have to teach you on the business of brands."
"60b487e49d98f154ec217ea3","Business Standard is India's leading business daily.
A preferred choice of serious business readers, Business Standard is acknowledged as a quality leader.

Business Standard stands for reporting that stresses accuracy and credibility, commentary that is informed, independent and fair, and journalism that is rooted in ethical conduct and defined by a sacrosanct bond with the reader. All Business Standard journalists sign on to a code of conduct that is available on the website.

Business Standard's editorial team is led by Shyamal Majumdar.

The English newspaper is published from 12 centers - New Delhi, Mumbai, Kolkata, Bengaluru, Chennai, Ahmedabad, Hyderabad, Chandigarh, Lucknow, Pune, Kochi and Bhubaneswar. It is also printed from Bhopal.

The Hindi Business Standard is published from eight centers - New Delhi, Mumbai, Kolkata, Patna, Lucknow, Bhopal, Chandigarh and Raipur.

May 31, 2021"
"60b488409d98f154ec217ea4"," KRISHI JAGRAN is the largest circulated rural family magazine in India, the reason behind its prodigious presence is as it comes in 12 languages ​​- (Hindi, Punjabi, Gujarati, Marathi, Kannada, Telugu, Bengali, Assamese, Odia, Tamil, Malayalam and English - Agriculture World), 23 editions, ten lac plus circulation & reach; to 22 states.

Krishijagran.com: 2 Portals in English and Hindi that provide online information on Agriculture, post-harvest management, livestock, farm mechanization, crop advisory, updates on agriculture sector, events and market prices.

Krishi Jagran & Agriculture World group of publications, a “LIMCA BOOK of RECORDS HOLDERS” for the largest circulation, maximum languages ​​and highest readership has been serving the elite Indian farming community with latest updates in agriculture and allied sector for last 25 years. “VERNACULAR” is the language of the heart and we believe in connecting emotionally with the readers, which has helped us to expand and come out as the largest Agri - Media. Krishi Jagran acts as an exclusive platform for knowledge sharing and networking with the farmers, scientists, business groups and administrators."
