"_id","description"
"609b77f0a0cd5d3d50c5c179","""India's deadly Covid-19 second wave has devastated big cities like Delhi, Mumbai, Lucknow and Pune. Hospitals and crematoriums have run out of space, and funerals are taking place in car parks. But the pandemic has now firmly gripped many smaller cities, towns and villages where the devastation is largely under-reported.

Rajesh Soni spent eight hours taking his father from one hospital to another in a tuk-tuk in Kota district in the northern state of Rajasthan on Tuesday. He couldn't get an ambulance and the rickety vehicle was his only option. At 5pm, he decide to end his search for a hospital bed as his father's condition was deteriorating. He then """"left everything to fate"""" and came home.

""""I am giving him medicines at home, but I am not sure that he will survive. We have been left to die on the streets,"""" Rajesh said. He says several private hospitals even """"conned"""" him and took money to do tests, only to tell him later to take his father away as there were no beds."""
"609b7826a0cd5d3d50c5c17a","""India has reached the devastating figure of 200,000 coronavirus deaths, with the pressure on many hospitals showing no sign of abating amid a surging second wave.

The real number of fatalities is thought to be far greater, with many not being officially recorded.

Oxygen supplies remain critically low across the country, with the black market the only option for some people.

Crematoriums are operating non-stop, with makeshift pyres in car parks.

There have been at least 300,000 new infections every day in the past week, with more than 360,000 new cases in the past 24 hours on Wednesday. Overall, more than 17.9 million cases have been registered."""
"609b7847a0cd5d3d50c5c17b","""Three oxygen generators the size of shipping containers arrived in India from Northern Ireland on Sunday.

India is battling a second wave of Covid-19, with widespread shortages of oxygen and medicines.

Each of the Northern Ireland-built units can produce 500 litres of oxygen a minute.

Health Minister Robin Swann said it was a """"welcome sight"""" to see the generators arrive in India and thanked """"all involved"""" in the operation.

The cargo plane, which also carried 1,000 generators from across the UK, left Belfast on Friday afternoon."""
"609b78e6a0cd5d3d50c5c17c","""Even though there's a scathing rise in infections, the majority of COVID-19 cases tend to make healthier recoveries.

However, as new of a disease it is, there exist chances that even the mildest coronavirus cases may go from manageable to worse. While it's possible for people to experience different, unpredictable symptoms during the first wave of infections, the pattern of the disease, once it turns serious, can be quite consistent.

This is also the reason why days 5-10 of the 14-day recovery period are considered super important, and often considered the days to watch out for during the recovery timeline."""
"609b790ba0cd5d3d50c5c17d","Even if most COVID-19 cases are mild in nature and could be well-managed at home, there's a pertinent need to monitor and evaluate symptoms after Day 05 of the onset of symptoms. If you are someone who is in the middle or his/her recovery, or has recently tested positive, here's what you need to remember:"
"609b7947a0cd5d3d50c5c17e","The initial days of infection can be quite confusing; many people experience very mild symptoms or are even asymptomatic. However, it's only through day 5-10 that the actual severity of your infection can be determined. According to experts, days 5 to 10 of your isolation period can also shed light on the likelihood of the complications you may suffer post COVID, and hint at the actual severity of your infection."
"609b7960a0cd5d3d50c5c17f","As mentioned above, the first days post symptom onset could feel differently for different people, and generally considered a reaction to the viral infection.However, in what is marked as the 'second wave' of infection, the immune system produces voracious antibodies to root out the infection, sometimes, it can get overstimulated and cause its worsening, which can start from day 6 or 7. That's the time when the actual COVID battle begins for many people."
"609b7980a0cd5d3d50c5c180","Days 5-10 may be the time when the intensity of symptoms can be more severe. Some can also feel like they are starting to get better, only to be hit by a worsening spell of symptoms. This may also be the time when the warning signs of hospitalization, such as a dip in oxygen saturation levels, delirium, increasing fever could strike. Patients can also expect a worsening of respiratory symptoms, experience discomfort, heaviness, breathing issues. Hypoxia, the critical condition when oxygen levels go too low without other visible symptoms could also occur in the second phase of infection."
"609b799aa0cd5d3d50c5c181","Underlying causes, age can all be important factors which determine your infection severity and prognosis. From what doctors have repeatedly suggested, people suffering from diabetes, high cholesterol, obesity, immuno-compromising conditions have the highest risk of being hit by seriousness.With reports of early-stage lung involvement seen right now, even young and healthy patients, need to be cautious. Getting timely chest scans, X-rays and crucial blood work are important, and should not be ignored."
"609b79bfa0cd5d3d50c5c182","Again, severity of COVID-19 can be a serious cause of concern and may even turn fatal. Thus, timely action on the symptoms, detection and taking the next steps is important. Serious COVID-19 cases, as we are seeing right now during the second wave of infections, need proper care and hospitalized support. Therefore, stay in touch with your medical care provider, keep tracking your symptoms (even if they do seem to feel less worse than before) and get help."
"609b79dea0cd5d3d50c5c183","The three balls machine is one of the your biggest bets in strengthening your lungs. The right way to do it is by inhaling deeply and trying to get all the balls up, and exhaling outside the nozzle. Make sure none of this is a jerky movement. It should be very smooth."
"609b79f7a0cd5d3d50c5c184","Covid-19 risk in pregnancy is low, but COVID-associated illnesses are high compared to non-pregnant group of women. While there are no clear recommendations of usage of vaccine in pregnancy, clinical trials are still going on, and CDC, RCOG, ACOG and FDA approve of vaccine being taken by pregnant women; in the US pregnant women are going for vaccination."
"609b7a1ba0cd5d3d50c5c185","""But we cannot be at ease till the positivity rate drops below five percent and the number of new infections is less than 3,000 to 4,000, Jain said. Chief Minister Arvind Kejriwal had on Monday expressed hope that the peak of the second wave of the pandemic in Delhi has passed. However, no concessions can be allowed just yet, he had said.
"""
"609b7a3aa0cd5d3d50c5c186","As soon as the vaccination use was approved by officials in India, the first move was to give immunity to healthcare workers across the country.
"
"609b7a52a0cd5d3d50c5c187","Addressing a press conference, a senior official, however, said Karnataka, Kerala, Tamil Nadu, West Bengal and Punjab were among 16 states and union territories showing continued increasing trend"
"609b7a6ba0cd5d3d50c5c188","Some clinicians and scientists have written to Principal Scientific Advisor K Vijay Raghavan, cautioning against the ""irrational and non-scientific use"" of convalescent plasma for COVID-19 in the country."
"609b7a86a0cd5d3d50c5c189","The total active COVID-19 cases in the country dipped to 37,15,221 on Tuesday with a net decline of 30,016 cases being recorded in a span of 24 hours for the first time after 61 days, the Union health"
"60b11054715a7c2e24a05b61","Wasim Akram has said he does not want to coach the Pakistan national cricket team because of its demanding nature and misbehavior that has crept among fans and followers of the game in his native country. However, Akram did state that he will always be available to help the players and youngsters whenever they need him.

Akram, who has 414 Test and 502 ODI wickets for Pakistan, led his country in the 1996 and 1999 World Cups.


“When you become the coach, you need to give at least 200 to 250 days a year to the team and that’s a lot of work. I don’t think I can manage so much work away from Pakistan, from my family. And as it is, I spend time with most of the players in the PSL, they all have my number,” Akram was quoted as saying by Cricket Pakistan in an interview.

Citing rudeness and misbehavior among fans and followers of Pakistan, Akram explained his stand and said, “I am not a fool. I keep on hearing and seeing the way people misbehave with their coaches and seniors. The coach isn’t the one playing.”

“The players do that. The coach can only help with planning so if the team loses, I don’t think the coach is not as accountable as we hold him as a nation,” Akram added.

“So I’m afraid of that as well, because I don’t tolerate anyone misbehaving with me. And we are becoming that. I love the people… their enthusiasm and passion for the game, but without the misbehavior that is shown in social media. It shows what we are,” he concluded.

"
"60b1116f715a7c2e24a05b62","The BCCI will lock in a three-week window between September 15 and October 15 for the resumption of the currently-suspended IPL in the UAE, when it holds a Special General Meeting (SGM) virtually on Saturday.

The agenda of the meeting is “discussing on the upcoming cricket season in the view of pandemic prevailing in India”.

The wider scope of the agenda permits the members to also discuss the ICC T20 World Cup and the much-delayed compensation package for domestic cricketers for the cancelled last Ranji Trophy season.

BCCI also wants to host the T20 World Cup in India and during the June 1 ICC Board meet, it would ask the global body to wait on the COVID-19 situation here before any call is taken.

BCCI president Sourav Ganguly is expected to chair Saturday’s meeting from Mumbai. The IPL is expected to restart between September 18 and 20 and end on October 10 with three venues in the UAE, Abu Dhabi, Dubai and Sharjah hosting the matches.

“Obviously, the main issue would be the IPL schedule. We are expecting 10 double-headers and seven single headers apart from four play-off games (2 qualifiers, one eliminator) including the final. The resumption game and final will be held on weekends,” a senior BCCI official told PTI on the eve of the meeting.

IPL 2021The BCCI stands to lose revenues to the tune of Rs 2500 crore if the 2021 edition of Indian Premier League (IPL) is not completed. (FILE)
It is expected that a lot of deliberations will also happen on how to procure the services of the overseas players and other logistical aspects including bubble-to bubble transfer.

“England Cricket Board director of cricket Ashley Giles has already said that England players won’t be allowed to play IPL as they would follow the international commitments ahead of ICC T20 World Cup.

“Hopefully, the president and secretary would tell us how the situation of English players will be handled,” a franchise official, who would be tracking the developments, told PTI.

The likes of Jos Buttler, Ben Stokes (if fit), Jofra Archer (if fit), Jonny Bairstow, Sam Curran, Eoin Morgan, Moeen Ali are all first team players for their franchises and getting their replacements won’t be easy.

The Indian team’s commitments in England end on September 14 with the last day of the final Test in Manchester and it would directly fly to Dubai aboard a charter flight after the series ends.

Only Hanuma Vihari and Abhimanyu Easwaran are expected to go home as they don’t have IPL contracts for the time being.

World T20 status

The BCCI, for the time being, will not give up on hosting the T20 World Cup in India but with a third wave of COVID-19 predicted during that time of the year, the chances of the global event being shifted to the UAE are high.

There is a possibility that pitches would tire out but then a full IPL in UAE would have meant 60 games.

So even if World T20 is held, during the final phase of IPL, the ICC could ask the Emirates Cricket Board and the BCCI to at least hand over two of the three grounds for the global event.

Sourav Ganguly, Manu Sawnhey and Jay Shah pose with the T20 World Cup. (Twitter/ICC)
One ground would be used for the business end of the tournament.

“If we are not able to hold an eight team IPL in India during September and October, how come we will have foolproof arrangement for a 16-team T20 World Cup in India with nine cities?” a Board official asked.

“The bubble breach in IPL happened only when air travel started. I guess it will take another month or two before we can conclude what’s happening,” he said.

New Zealand and SA white ball series cancelled

India were supposed to play six white-ball games against South Africa and New Zealand as a pre cursor to the T20 World Cup but with IPL set to be slotted in the September-October window, the series is not expected to be held at that time of the year.

Also, New Zealand are set to play two Tests in India after the T20 World Cup in November and it remains to be seen how the dates of the event are adjusted in order to accommodate the Test series.

Ranji Trophy compensation

Close to 700 senior domestic cricketers (men) have suffered after the cancellation of the Ranji Trophy last season due to the pandemic.

While BCCI had agreed to a compensation package in January last year but the formula to distribute the package is yet to be worked out.

“Only 73 uncapped domestic cricketers currently have IPL contracts. Playing Vijay Hazare and Syed Mushtaq Ali trophy (Rs 35k per match) can’t make up for the financial losses that these players suffered,” a state unit official said.

“I guess the most feasible solution would be to hand over a lump sum compensation package to the state units and they would accordingly distribute among their players as per their roster from previous season,’ the senior official said."
"60b111fb715a7c2e24a05b64","India and New Zealand will be adjudged joint winners of the inaugural World Test Championship if their final clash in Southampton ends in a draw or tie, the International Cricket Council (ICC) said on Friday.

According to the playing conditions unveiled by the global body, “a draw or a tie will see both teams crowned as joint winners…”

The ICC has also allocated a Reserve Day to make up for any lost time during the regular days of the Final, scheduled to be played from 18 to 22 June, with 23 June set aside as the Reserve Day.

“Both of these decisions were made in June 2018, prior to the commencement of the ICC World Test Championship.”
The Reserve Day has been scheduled to ensure five full days of play, and it will only be used if lost playing time cannot be recovered through the normal provisions for each day.
Top Sports News Now
Liverpool in wait for a squad rebuild after surviving topsy-turvy season
Saina, Srikanth miss out on Tokyo Games with no more qualifiers
WTC Final: India, NZ to be adjudged joint winners in case of draw or tie
CLICK HERE FOR MORE
“There will be no additional day’s play if a positive result is not achieved after five full days of play and the match will be declared a draw in such a scenario,” the ICC stated.

In the event of time being lost during the match, the ICC match referee will regularly update the teams and media about the way in which the Reserve Day may be used.

The final decision on whether the Reserve Day needs to be used will be announced at the scheduled start of the last hour on the fifth day.

While India play at home with SG Test and New Zealand use Kookaburra at home, the final will be played with Grade 1 Dukes balls.

"
"60b112ac715a7c2e24a05b65","Bangladesh vs Sri Lanka (BAN vs SL) 3rd ODI Highlights: Kusal Perera and Dushmanta Chameera starred as Sri Lanka won the 3rd ODI by 97 runs.

Bangladesh vs Sri Lanka (BAN vs SL) 3rd ODI Highlights: Sri Lanka claimed their first points in the World Super League, beating Bangladesh by 97 runs in the 3rd ODI on Friday.

Dushmanta Chameera’s fiery new ball burst though the Bangladesh top order in their chase of 287 after a century by opener Kusal Perera had set Sri Lanka up for a consolation win the three-match series. Dushmanta Chameera, with figures of 5/16 in 9 overs, was named as the Man of the Match."
"60b11430715a7c2e24a05b66","The Pakistan Cricket Board (PCB) is all set to hold the remaining PSL matches in Abu Dhabi next month after getting permission from UAE authorities to land its chartered flights from Mumbai and Johannesburg carrying members of the broadcasting crew, players and officials.

The sixth edition of the Pakistan Super League appeared to be in doubt till Thursday when the UAE authorities had not issued permission to the PCB for landing of chartered flights from India and South Africa.

“The Abu Dhabi sports council has now written a letter to its immigration authority to allow the landing of the chartered flights from Mumbai and Johannesburg,” a PCB official said.

He said after that clearance, chartered flights will be allowed to fly for Abu Dhabi.

The PCB faced a long delay getting visas for the Indian and South African broadcasting crew members but finally got visas for them on Thursday before the landing permission issue cropped up.

Top Sports News Now
Liverpool in wait for a squad rebuild after surviving topsy-turvy season
Saina, Srikanth miss out on Tokyo Games with no more qualifiers
WTC Final: India, NZ to be adjudged joint winners in case of draw or tie
CLICK HERE FOR MORE
On Thursday, two chartered flights carrying around 250 players, officials, PCB employees and official broadcasters and their staff landed in Abu Dhabi from Karachi and Lahore.

“The players, officials and other stakeholders have already entered quarantine at their hotels so now the PCB is in a position to announce the fresh schedule of the remaining 20 matches of the PSL,” the official said.

He said now there were no hurdles in organizing the league in Abu Dhabi.

“We are still awaiting some 20 visas for some players and officials of some franchises and we will get them tonight and they will also leave by tomorrow on a chartered flight.”

Those still awaiting visas include former Pakistan captain Sarfaraz Ahmed, who leads the Quetta Gladiators franchise and some other players as well.

A reliable source said the PCB was set to bear a lot of heavy expenses on hosting the matches in Abu Dhabi but they have convinced the franchises to take a small cut on their share from the league earnings for season six.

The PSL 6 matches are held in Abu Dhabi after the PCB had to postpone the league in early March in Karachi due rising Covid-19 cases among players and officials with just 14 matches completed at that time."
"60b11489715a7c2e24a05b67","Manchester City and Chelsea meet in an all-English Champions League final in Porto on Saturday. Here are some of the talking points in the match:

GUARDIOLA VS. TUCHEL

It’s a meeting of two of the sharpest minds in soccer, seven years after Guardiola and Tuchel were first properly acquainted — in a Munich restaurant where they talked tactics for hours using salt and pepper shakers as props and were so animated that waiters were too afraid to interrupt.


Guardiola is the “benchmark,” according to Tuchel, and is looking to win the 27th major trophy (excluding Spanish Super Cups and English Community Shields) of his 13-year coaching career. It’s his third Champions League final — a first in 10 years — and he won his first two at Barcelona.

Tuchel became the first coach to reach back-to-back finals with different clubs, having lost last year’s title match with Paris Saint-Germain.

The pair are so tactically astute that they are prone to overthinking in big matches. Indeed, whoever has more clarity in his thinking is likely to emerge victorious.

TOO RESTED?

The teams have had contrasting buildups to the final.

While City was able to rotate its lineup in the last weeks of the Premier League with the title wrapped up early, Chelsea was at full tilt through the end of the season to secure a top-four finish.


Are Chelsea’s players tired? Are City’s players lacking sharpness? Guardiola often talks about his players needing to have “rhythm” to be at their best, so it is fair to imagine City’s training sessions being intense even if their recent matches haven’t been so.


In terms of freshness, City should have the edge but Chelsea will be battle-hardened.

NO STRIKERS

Get ready for a strikerless final — kind of.

City is sure to go into the match without a genuine striker, with center forwards Sergio Aguero and Gabriel Jesus on the bench and attacking midfielders Kevin De Bruyne and Bernardo Silva alternating as “false nines.”

It’s not the first time Guardiola has adopted this tactic — he did so often at Barcelona — but he has never had a team that spreads the goals around as much City’s class of 2020-21 does.

Chelsea is also likely to start without the presence of an out-and-out striker. Timo Werner should start but potentially in a deeper, inside-left role. Mason Mount and either Christian Pulisic or Kai Havertz — all three being attacking midfielders — will complete Chelsea’s forward line.


Expect, then, a midfield minefield. Time on the ball and space will be at a premium, and both teams’ press will be intense. Key will be how clinical Chelsea is on the counterattack.

DEFENSES RULE

It’s unlikely to be a goal-fest at Estádio do Dragão.

City and Chelsea had the best two defensive records both in the Premier League — conceding 32 and 36 goals, respectively — and in the group stage of the Champions League — conceding one goal and two goals, respectively. In the knockout stage, the teams conceded only five goals (two by Chelsea, three by City) between them in 12 games.

Chelsea’s revival under Tuchel since his arrival in January has centered around being tight at the back and smothering the midfield through the energy of N’Golo Kante and Mateo Kovacic and the positioning of Jorginho.

“We want to be annoying, a horrible team to play against,” Chelsea defender Andreas Christensen said.

City, meanwhile, has been transformed by the September signing of center back Ruben Dias, a 23-year-old Portugal international who has played like a veteran.

YOUNG STARS

It speaks volumes about the levels Phil Foden and Mason Mount have reached this season that they are automatic picks for the final, ahead of playing key roles for England at the upcoming European Championship.

The locally born Foden, who turned 21 on Friday, has established himself as a regular starter in City’s front three this season, displacing Raheem Sterling and really shining in the big games with his explosive dribbling and eye for goal.


The 22-year-old Mount has managed to keep his place in Chelsea’s team despite the club’s offseason spending spree of nearly $300 million, mostly on attacking players. Mount takes the set pieces and is the creative linchpin linking Chelsea’s midfield and attack.

Together, they’re at the vanguard of a surge of young, talented attacking midfielders in English soccer.

PREPARE FOR PENALTIES

Major finals are often cagey affairs that become tighter the longer they go, especially when they involve teams from the same country who play each other regularly and therefore know each other so well.

For that reason, the prospect of a penalty shootout is not unrealistic and Chelsea knows all about them. The team has been to two Champions League finals and both ended in shootouts, losing to Manchester United in 2008 and beating Bayern Munich in 2012.

City won’t want the final to go the full distance, given their players’ record from the penalty spot. Just this season, they have missed four of their 11 penalties — one of them against Chelsea when Sergio Aguero chipped a “Panenka” straight into the hands of goalkeeper Edouard Mendy.

City’s spot-kick woes have frustrated Guardiola through the years, to such an extent that he even identified goalkeeper Ederson as a potential candidate to take penalties."
"60b115d6715a7c2e24a05b68","Liverpool have reached an agreement to sign centre-back Ibrahima Konate from German side RB Leipzig, the Premier League club said on Friday.

Frenchman Konate, 22, will join the Anfield club on July 1 once his work permit application is approved and medicals are completed.

Financial details of the transfer were not revealed but British media reported Liverpool triggered a 41 million euros ($49.82 million) release clause in his contract. Konate had a contract until June 2023 with Leipzig.


“I’m really happy to be joining such a massive club like Liverpool,” Konate said in a statement.

“It’s a really exciting moment for me and my family and I am really looking forward to meeting my new teammates, the staff and getting started on this new chapter.

“I have worked very hard for many years to get to this point, but I would like to say a big thank you to everyone at RB Leipzig and all the people I worked with there – the coaches, my teammates, the staff and especially the fans.”

Konate will be involved with the France team in the knockout stages of the Under-21 European Championship which begin on May 31.

Liverpool struggled to defend their Premier League title last season after an injury crisis in defence when they lost Virgil van Dijk and Joe Gomez to season-ending injuries early in the campaign.

"
"60b11615715a7c2e24a05b69","Nike has confirmed it ended its sponsorship agreement with Neymar after the Brazilian soccer player refused to collaborate in an investigation into an accusation that he sexually assaulted a female employee from the company years ago.

Nike didn’t give a reason last August when it parted ways with the Paris Saint-Germain forward. But the company said in a statement Thursday that it decided to terminate the contract because Neymar refused to participate “in a good faith investigation of credible allegations of wrongdoing by an employee.”

Nike said it could not speak in detail about the case when their deal ended because the investigation was not conclusive.

“No single set of facts emerged that would enable us to speak substantively on the matter,” Nike said. “It would be inappropriate for Nike to make an accusatory statement without being able to provide supporting facts.”

The Wall Street Journal first reported the story on Thursday. The newspaper reported that the Nike employee had told friends as well as colleagues in 2016 that Neymar tried to force her to perform oral sex in his hotel room while in New York, where she was helping to coordinate events and logistics for the player and his entourage.

Nike said it was “deeply disturbed by sexual assault allegations” and confirmed the alleged incident took place in 2016, when Neymar played with Barcelona. Nike said it received an official notice of the incident two years later.

The company said it respected the employee’s initial desire to avoid an investigation and to keep the matter private.

“In 2019, when the employee later expressed interest in pursuing the matter, we acted immediately,” it said. “Nike commissioned an independent investigation and retained separate independent legal counsel for the employee, of her choosing and at the company’s expense.”

Neymar’s representatives declined to respond to a request for comments from The Associated Press. An unidentified spokeswoman for the player told the Wall Street Journal he denied the allegation.

“Neymar Jr. will vigorously defend himself against these baseless attacks in case any claim is presented, which did not happen so far,” she said."
